year,seed_code,la_code,la_name,school_name,school_type,stage,measure,value,chart_label
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,All Stages,Unauthorised Absence,1.5%,
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S1,Attendance,90.9%,
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S1,Authorised Absence,7.5%,
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S1,Temporary Exclusions,c,c
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S1,Unauthorised Absence,c,c
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S2,Attendance,90.3%,
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S2,Authorised Absence,8.1%,
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S2,Temporary Exclusions,0%,
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S2,Unauthorised Absence,1.5%,
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S3,Attendance,90.4%,
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S3,Authorised Absence,8.3%,
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S3,Temporary Exclusions,c,c
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S3,Unauthorised Absence,c,c
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S4,Attendance,87.6%,
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S4,Authorised Absence,10%,
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S4,Temporary Exclusions,c,c
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S4,Unauthorised Absence,c,c
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S5,Attendance,91.5%,
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S5,Authorised Absence,7.2%,
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S5,Temporary Exclusions,0%,
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S5,Unauthorised Absence,1.2%,
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S6,Attendance,92.1%,
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S6,Authorised Absence,6.7%,
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S6,Temporary Exclusions,0%,
2020/21,5407036,250,Fife,Kirkcaldy High School,Secondary,S6,Unauthorised Absence,1.2%,
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,All Stages,Attendance,86.7%,
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,All Stages,Authorised Absence,7.6%,
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,All Stages,Temporary Exclusions,0.1%,
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,All Stages,Unauthorised Absence,5.6%,
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S1,Attendance,90.2%,
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S1,Authorised Absence,6.1%,
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S1,Temporary Exclusions,c,c
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S1,Unauthorised Absence,c,c
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S2,Attendance,87.2%,
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S2,Authorised Absence,7.8%,
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S2,Temporary Exclusions,c,c
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S2,Unauthorised Absence,c,c
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S3,Attendance,86.2%,
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S3,Authorised Absence,8%,
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S3,Temporary Exclusions,0.2%,
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S3,Unauthorised Absence,5.6%,
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S4,Attendance,83.7%,
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S4,Authorised Absence,9.5%,
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S4,Temporary Exclusions,c,c
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S4,Unauthorised Absence,c,c
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S5,Attendance,85.6%,
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S5,Authorised Absence,7.7%,
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S5,Temporary Exclusions,0%,
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S5,Unauthorised Absence,6.7%,
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S6,Attendance,86.4%,
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S6,Authorised Absence,6.6%,
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S6,Temporary Exclusions,0%,
2020/21,5407230,250,Fife,St Andrew's R C High School,Secondary,S6,Unauthorised Absence,7%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,All Stages,Attendance,84.4%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,All Stages,Authorised Absence,5.9%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,All Stages,Temporary Exclusions,0%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,All Stages,Unauthorised Absence,9.7%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S1,Attendance,88.9%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S1,Authorised Absence,5.4%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S1,Temporary Exclusions,c,c
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S1,Unauthorised Absence,c,c
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S2,Attendance,85.2%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S2,Authorised Absence,6%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S2,Temporary Exclusions,c,c
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S2,Unauthorised Absence,c,c
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S3,Attendance,80.3%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S3,Authorised Absence,7.3%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S3,Temporary Exclusions,0.1%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S3,Unauthorised Absence,12.4%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S4,Attendance,82.7%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S4,Authorised Absence,5.5%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S4,Temporary Exclusions,0%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S4,Unauthorised Absence,11.8%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S5,Attendance,85.5%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S5,Authorised Absence,5.5%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S5,Temporary Exclusions,0%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S5,Unauthorised Absence,9.1%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S6,Attendance,83.8%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S6,Authorised Absence,4.4%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S6,Temporary Exclusions,0%,
2020/21,5407338,250,Fife,Viewforth High School,Secondary,S6,Unauthorised Absence,11.8%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,All Stages,Attendance,91.2%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,All Stages,Authorised Absence,4.8%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,All Stages,Temporary Exclusions,0%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,All Stages,Unauthorised Absence,3.9%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,S1,Attendance,92.4%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,S1,Authorised Absence,4.9%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,S1,Temporary Exclusions,0%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,S1,Unauthorised Absence,2.8%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,S2,Attendance,91%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,S2,Authorised Absence,c,c
2020/21,5426138,250,Fife,Waid Academy,Secondary,S2,Temporary Exclusions,0%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,S2,Unauthorised Absence,c,c
2020/21,5426138,250,Fife,Waid Academy,Secondary,S3,Attendance,92.4%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,S3,Authorised Absence,c,c
2020/21,5426138,250,Fife,Waid Academy,Secondary,S3,Temporary Exclusions,0%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,S3,Unauthorised Absence,c,c
2020/21,5426138,250,Fife,Waid Academy,Secondary,S4,Attendance,91.3%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,S4,Authorised Absence,4.7%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,S4,Temporary Exclusions,0%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,S4,Unauthorised Absence,4%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,S5,Attendance,89.9%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,S5,Authorised Absence,5.4%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,S5,Temporary Exclusions,0%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,S5,Unauthorised Absence,4.7%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,S6,Attendance,89.6%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,S6,Authorised Absence,4.6%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,S6,Temporary Exclusions,0%,
2020/21,5426138,250,Fife,Waid Academy,Secondary,S6,Unauthorised Absence,5.8%,
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,All Stages,Attendance,89.6%,
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,All Stages,Authorised Absence,5.2%,
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,All Stages,Temporary Exclusions,0%,
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,All Stages,Unauthorised Absence,5.2%,
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S1,Attendance,92.9%,
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S1,Authorised Absence,4.6%,
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S1,Temporary Exclusions,0%,
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S1,Unauthorised Absence,2.5%,
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S2,Attendance,89.5%,
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S2,Authorised Absence,6.6%,
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S2,Temporary Exclusions,c,c
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S2,Unauthorised Absence,c,c
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S3,Attendance,89%,
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S3,Authorised Absence,c,c
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S3,Temporary Exclusions,c,c
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S3,Unauthorised Absence,c,c
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S4,Attendance,89%,
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S4,Authorised Absence,c,c
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S4,Temporary Exclusions,c,c
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S4,Unauthorised Absence,5.7%,
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S5,Attendance,88.2%,
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S5,Authorised Absence,4.8%,
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S5,Temporary Exclusions,0%,
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S5,Unauthorised Absence,7%,
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S6,Attendance,86.9%,
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S6,Authorised Absence,3.9%,
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S6,Temporary Exclusions,0%,
2020/21,5426332,250,Fife,Bell Baxter High School,Secondary,S6,Unauthorised Absence,9.2%,
2020/21,5426537,250,Fife,Madras College,Secondary,All Stages,Attendance,87.2%,
2020/21,5426537,250,Fife,Madras College,Secondary,All Stages,Authorised Absence,6.1%,
2020/21,5426537,250,Fife,Madras College,Secondary,All Stages,Temporary Exclusions,0%,
2020/21,5426537,250,Fife,Madras College,Secondary,All Stages,Unauthorised Absence,6.7%,
2020/21,5426537,250,Fife,Madras College,Secondary,S1,Attendance,91%,
2020/21,5426537,250,Fife,Madras College,Secondary,S1,Authorised Absence,5.8%,
2020/21,5426537,250,Fife,Madras College,Secondary,S1,Temporary Exclusions,c,c
2020/21,5426537,250,Fife,Madras College,Secondary,S1,Unauthorised Absence,c,c
2020/21,5426537,250,Fife,Madras College,Secondary,S2,Attendance,88.6%,
2020/21,5426537,250,Fife,Madras College,Secondary,S2,Authorised Absence,c,c
2020/21,5426537,250,Fife,Madras College,Secondary,S2,Temporary Exclusions,c,c
2020/21,5426537,250,Fife,Madras College,Secondary,S2,Unauthorised Absence,c,c
2020/21,5426537,250,Fife,Madras College,Secondary,S3,Attendance,89.1%,
2020/21,5426537,250,Fife,Madras College,Secondary,S3,Authorised Absence,6.3%,
2020/21,5426537,250,Fife,Madras College,Secondary,S3,Temporary Exclusions,c,c
2020/21,5426537,250,Fife,Madras College,Secondary,S3,Unauthorised Absence,c,c
2020/21,5426537,250,Fife,Madras College,Secondary,S4,Attendance,85.4%,
2020/21,5426537,250,Fife,Madras College,Secondary,S4,Authorised Absence,c,c
2020/21,5426537,250,Fife,Madras College,Secondary,S4,Temporary Exclusions,c,c
2020/21,5426537,250,Fife,Madras College,Secondary,S4,Unauthorised Absence,9.1%,
2020/21,5426537,250,Fife,Madras College,Secondary,S5,Attendance,86.1%,
2020/21,5426537,250,Fife,Madras College,Secondary,S5,Authorised Absence,5.6%,
2020/21,5426537,250,Fife,Madras College,Secondary,S5,Temporary Exclusions,0%,
2020/21,5426537,250,Fife,Madras College,Secondary,S5,Unauthorised Absence,8.3%,
2020/21,5426537,250,Fife,Madras College,Secondary,S6,Attendance,80.7%,
2020/21,5426537,250,Fife,Madras College,Secondary,S6,Authorised Absence,5.6%,
2020/21,5426537,250,Fife,Madras College,Secondary,S6,Temporary Exclusions,0%,
2020/21,5426537,250,Fife,Madras College,Secondary,S6,Unauthorised Absence,13.7%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,All Stages,Attendance,89.7%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,All Stages,Authorised Absence,5.9%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,All Stages,Temporary Exclusions,0%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,All Stages,Unauthorised Absence,4.3%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S1,Attendance,94%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S1,Authorised Absence,3.6%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S1,Temporary Exclusions,c,c
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S1,Unauthorised Absence,c,c
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S2,Attendance,93.1%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S2,Authorised Absence,4.8%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S2,Temporary Exclusions,c,c
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S2,Unauthorised Absence,c,c
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S3,Attendance,90.3%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S3,Authorised Absence,4.7%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S3,Temporary Exclusions,0%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S3,Unauthorised Absence,4.9%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S4,Attendance,87.2%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S4,Authorised Absence,6.8%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S4,Temporary Exclusions,0%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S4,Unauthorised Absence,6%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S5,Attendance,89.6%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S5,Authorised Absence,5.6%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S5,Temporary Exclusions,0%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S5,Unauthorised Absence,4.8%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S6,Attendance,80.4%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S6,Authorised Absence,13.3%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S6,Temporary Exclusions,0%,
2020/21,5446139,250,Fife,Dunfermline High School,Secondary,S6,Unauthorised Absence,6.3%,
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,All Stages,Attendance,89.3%,
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,All Stages,Authorised Absence,4.6%,
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,All Stages,Temporary Exclusions,0%,
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,All Stages,Unauthorised Absence,6.1%,
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S1,Attendance,91.4%,
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S1,Authorised Absence,5.1%,
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S1,Temporary Exclusions,c,c
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S1,Unauthorised Absence,c,c
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S2,Attendance,90.2%,
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S2,Authorised Absence,5.5%,
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S2,Temporary Exclusions,c,c
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S2,Unauthorised Absence,c,c
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S3,Attendance,87.4%,
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S3,Authorised Absence,c,c
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S3,Temporary Exclusions,c,c
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S3,Unauthorised Absence,6.4%,
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S4,Attendance,87.2%,
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S4,Authorised Absence,c,c
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S4,Temporary Exclusions,c,c
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S4,Unauthorised Absence,8.1%,
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S5,Attendance,89.4%,
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S5,Authorised Absence,c,c
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S5,Temporary Exclusions,c,c
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S5,Unauthorised Absence,8%,
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S6,Attendance,90.3%,
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S6,Authorised Absence,1.7%,
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S6,Temporary Exclusions,0%,
2020/21,5446236,250,Fife,Queen Anne High School,Secondary,S6,Unauthorised Absence,7.9%,
2020/21,5446430,250,Fife,Woodmill High School,Secondary,All Stages,Attendance,90.1%,
2020/21,5446430,250,Fife,Woodmill High School,Secondary,All Stages,Authorised Absence,4.2%,
2020/21,5446430,250,Fife,Woodmill High School,Secondary,All Stages,Temporary Exclusions,0%,
2020/21,5446430,250,Fife,Woodmill High School,Secondary,All Stages,Unauthorised Absence,5.7%,
2020/21,5446430,250,Fife,Woodmill High School,Secondary,S1,Attendance,93%,
